word,freq,nivel,longitud
rifados,0.015099999999999999,difícil,7
minorias,0.148,difícil,8
boletos,8.51,difícil,7
dios,407.0,difícil,4
morros,1.26,difícil,6
litres,0.0129,difícil,6
chic,2.34,difícil,4
barbacoas,0.617,difícil,9
causes,0.45699999999999996,difícil,6
recias,0.06459999999999999,difícil,6
numeran,0.0631,difícil,7
rumiantes,0.263,difícil,9
comparadores,0.0398,difícil,12
finlandesa,0.7080000000000001,difícil,10
volteando,0.372,difícil,9
dude,5.010000000000001,difícil,4
milanos,0.0851,difícil,7
pais,29.5,difícil,4
fotovoltaico,0.16999999999999998,difícil,12
circunloquios,0.0468,difícil,13
eucariotas,0.145,difícil,10
aguardaron,0.0363,difícil,10
regularizador,0.0107,difícil,13
contabilizan,0.447,difícil,12
refrendadas,0.0692,difícil,11
pichas,0.031599999999999996,difícil,6
almacenaje,1.7,difícil,10
sanaran,0.0191,difícil,7
vaciaran,0.0162,difícil,8
pulverizadas,0.0759,difícil,12
recomenzando,0.015799999999999998,difícil,12
avispados,0.08710000000000001,difícil,9
desafuero,0.589,difícil,9
charnego,0.0794,difícil,8
conseguiria,0.0708,difícil,11
solvencias,0.0126,difícil,10
lisiados,0.407,difícil,8
optaremos,0.0162,difícil,9
reman,0.117,difícil,5
mead,0.513,difícil,4
sensibilizar,1.15,difícil,12
alojamientos,1.5799999999999998,difícil,12
contusas,0.0166,difícil,8
fabricador,0.0389,difícil,10
audiencia,47.9,difícil,9
alfajor,0.7759999999999999,difícil,7
reclusos,1.91,difícil,8
foque,0.0851,difícil,5
cabreras,0.0135,difícil,8
reproductores,1.35,difícil,13
pajarilla,0.0191,difícil,9
apruebo,1.7,difícil,7
paquebote,0.0537,difícil,9
conoced,0.0407,difícil,7
languidez,0.123,difícil,9
descentraliza,0.0209,difícil,13
sobrias,0.24,difícil,7
raviolis,0.112,difícil,8
comunicada,1.23,difícil,10
corporalidad,0.0724,difícil,12
savias,0.0398,difícil,6
suplantaciones,0.0389,difícil,14
mortalidad,7.41,difícil,10
inquilinas,0.049,difícil,10
peregrinacion,0.0324,difícil,13
discrepaban,0.0661,difícil,11
gorilas,2.09,difícil,7
salvacion,0.5249999999999999,difícil,9
tiernas,1.74,difícil,7
aprender,85.1,difícil,8
stabat,0.0661,difícil,6
abolieran,0.0107,difícil,9
indiciado,0.126,difícil,9
remodelados,0.0977,difícil,11
alojaran,0.025699999999999997,difícil,8
pecosos,0.015799999999999998,difícil,7
dilacion,0.012,difícil,8
ganglios,0.9769999999999999,difícil,8
disfuncionales,0.355,difícil,14
hilanderos,0.0195,difícil,10
jeremias,0.191,difícil,8
accesorio,1.91,difícil,9
equivocacion,0.155,difícil,12
contenta,10.200000000000001,difícil,8
prestatario,0.372,difícil,11
diseminen,0.0112,difícil,9
empalagosa,0.191,difícil,10
gliomas,0.0468,difícil,7
vez,1100.0,medio,3
enjabonas,0.0141,difícil,9
fusionando,0.245,difícil,10
eminentemente,1.51,difícil,13
inferis,0.0162,difícil,7
sonorizar,0.012299999999999998,difícil,9
taro,0.646,difícil,4
oposicionistas,0.0269,difícil,14
martillado,0.0813,difícil,10
ramitos,0.055,difícil,7
subestimo,0.0724,difícil,9
hojillas,0.0457,difícil,8
encarecida,0.0102,difícil,10
rebotan,0.407,difícil,7
procrearon,0.102,difícil,10
dimitiendo,0.09119999999999999,difícil,10
brinquen,0.0219,difícil,8
optimizacion,0.0741,difícil,12
librados,0.275,difícil,8
apestamos,0.0129,difícil,9
orare,0.0224,difícil,5
envidien,0.0389,difícil,8
personificadas,0.031599999999999996,difícil,14
ejercia,0.0182,difícil,7
juguetero,0.0631,difícil,9
provocativos,0.191,difícil,12
bodoque,0.11499999999999999,difícil,7
tapadillo,0.0692,difícil,9
lucidos,0.112,difícil,7
chirriado,0.011,difícil,9
reflejo,12.9,difícil,7
pruebe,3.02,difícil,6
equipado,4.37,difícil,8
concluyes,0.0347,difícil,9
angustiar,0.038000000000000006,difícil,9
tragon,0.0178,difícil,6
discotecas,1.91,difícil,10
palatabilidad,0.0275,difícil,13
misogino,0.09999999999999999,difícil,8
explorador,3.31,difícil,10
porcina,1.0499999999999998,difícil,7
sustractiva,0.0178,difícil,11
ideada,0.631,difícil,6
descollar,0.0195,difícil,9
escita,0.135,difícil,6
otoscopio,0.017,difícil,9
transitables,0.155,difícil,12
caldenses,0.0288,difícil,9
expoliar,0.0813,difícil,8
amador,2.34,difícil,6
emparejamiento,0.309,difícil,14
planeador,0.309,difícil,9
descarrilo,0.0182,difícil,10
dominio,43.699999999999996,difícil,7
saboyanos,0.0229,difícil,9
aeroplanos,0.234,difícil,10
momio,0.061700000000000005,difícil,5
discurriendo,0.191,difícil,12
momificada,0.0724,difícil,10
solucionen,0.7080000000000001,difícil,10
figurativos,0.182,difícil,11
imprudencia,1.35,difícil,11
neutralidad,5.010000000000001,difícil,11
psicoterapeuta,0.295,difícil,14
irremediable,0.5619999999999999,difícil,12
fiebre,17.0,difícil,6
insultados,0.229,difícil,10
conjurador,0.030199999999999998,difícil,10
comentad,0.0417,difícil,8
cuaima,0.0363,difícil,6
convocado,7.59,difícil,9
flotillas,0.174,difícil,9
obertura,0.479,difícil,8
subvencionen,0.0182,difícil,12
finir,0.0195,difícil,5
huevonada,0.0355,difícil,9
lisura,0.02,difícil,6
zelotas,0.0145,difícil,7
interaccion,0.112,difícil,11
extraviaron,0.0891,difícil,11
danzar,0.38,difícil,6
pitando,0.372,difícil,7
director,132.0,difícil,8
apelativa,0.024,difícil,9
meretriz,0.16999999999999998,difícil,8
deprimieron,0.0174,difícil,11
bimestre,0.501,difícil,8
blandida,0.0115,difícil,8
delataron,0.0813,difícil,9
preferida,3.63,difícil,9
chuzo,0.13199999999999998,difícil,5
benefico,0.0851,difícil,8
colorado,9.55,difícil,8
influyese,0.0251,difícil,9
pudieron,28.799999999999997,difícil,8
levada,0.0708,difícil,6
superas,0.45699999999999996,difícil,7
madianitas,0.0389,difícil,10
fanal,0.06459999999999999,difícil,5
asesoren,0.166,difícil,8
termometros,0.018600000000000002,difícil,11
fabla,0.0562,difícil,5
escondida,4.17,difícil,9
hospitalizan,0.0191,difícil,12
vinilos,0.759,difícil,7
expiraron,0.0741,difícil,9
premeditado,1.2,difícil,11
cuartelazo,0.0525,difícil,10
desabrocha,0.07759999999999999,difícil,10
regresa,18.6,difícil,7
pazos,0.759,difícil,5
jugo,13.200000000000001,difícil,4
originar,0.724,difícil,8
recomendaba,0.933,difícil,11
villancico,0.5619999999999999,difícil,10
gomitas,0.39799999999999996,difícil,7
derruido,0.174,difícil,8
nativas,3.1599999999999997,difícil,7
conquistaron,0.9769999999999999,difícil,12
forza,1.0499999999999998,difícil,5
bloc,1.0699999999999998,difícil,4
homenajeaba,0.0275,difícil,11
brotaron,0.19999999999999998,difícil,8
abotona,0.0209,difícil,7
opresora,0.324,difícil,8
refrendada,0.295,difícil,10
llaneros,0.45699999999999996,difícil,8
defrauden,0.08320000000000001,difícil,9
excepcionales,4.37,difícil,13
requeria,0.10700000000000001,difícil,8
izadas,0.09119999999999999,difícil,6
abominacion,0.049,difícil,11
desestimaban,0.010499999999999999,difícil,12
pelinegro,0.0437,difícil,9
reflejando,1.51,difícil,10
maleta,6.31,difícil,6
monopatines,0.0724,difícil,11
arrendando,0.12,difícil,10
bingos,0.195,difícil,6
oficialidad,0.7080000000000001,difícil,11
gargarismos,0.0204,difícil,11
radican,0.631,difícil,7
devengan,0.126,difícil,8
enlazar,2.1399999999999997,difícil,7
canicula,0.012,difícil,8
encantadoras,0.7759999999999999,difícil,12
convertiremos,0.38,difícil,13
epicentros,0.123,difícil,10
tiroteos,1.4500000000000002,difícil,8
ajustemos,0.024,difícil,9
agradezcamos,0.191,difícil,12
nocturno,10.5,difícil,8
impuras,0.13199999999999998,difícil,7
tribunas,1.4100000000000001,difícil,8
hablando,138.0,difícil,8
desearon,0.372,difícil,8
sacamantecas,0.0234,difícil,12
irregularmente,0.575,difícil,14
reservaba,0.355,difícil,9
eyectado,0.0427,difícil,8
aflojaron,0.117,difícil,9
disuelvan,0.117,difícil,9
distraen,0.661,difícil,8
pedido,52.5,difícil,6
resultante,5.010000000000001,difícil,10
situaremos,0.0324,difícil,10
atacable,0.02,difícil,8
incendiada,0.617,difícil,10
boleterias,0.0204,difícil,10
reparara,0.105,difícil,8
encontrases,0.018600000000000002,difícil,11
abones,0.0166,difícil,6
encajaste,0.0219,difícil,9
sumir,0.16999999999999998,difícil,5
distanciadas,0.14100000000000001,difícil,12
inamovible,0.759,difícil,10
agresion,0.407,difícil,8
retrocedemos,0.158,difícil,12
torvisco,0.0209,difícil,8
privacidad,18.2,difícil,10
encantado,11.7,difícil,9
bebieron,0.372,difícil,8
cojea,0.417,difícil,5
perecen,0.19999999999999998,difícil,7
politicastro,0.0102,difícil,12
deambulando,0.6759999999999999,difícil,11
diputadas,0.741,difícil,9
subsecretario,4.37,difícil,13
adame,0.389,difícil,5
apellidara,0.0115,difícil,10
bloqueados,1.66,difícil,10
gules,0.813,difícil,5
rotativa,0.437,difícil,8
improductivo,0.372,difícil,12
pei,0.646,difícil,3
rasos,0.34700000000000003,difícil,5
procedere,0.0117,difícil,9
dictamine,0.191,difícil,9
predecimos,0.049,difícil,10
refirieron,0.589,difícil,10
salteras,0.061700000000000005,difícil,8
pensad,1.0,difícil,6
avalar,0.851,difícil,6
introductoria,0.437,difícil,13
controladora,0.646,difícil,12
exhibimos,0.0661,difícil,9
honrara,0.0309,difícil,7
grandemente,1.26,difícil,11
plagada,1.15,difícil,7
bisnietos,0.34700000000000003,difícil,9
especificar,3.09,difícil,11
transitividad,0.057499999999999996,difícil,13
avivar,0.871,difícil,6
subida,12.9,difícil,6
picea,0.051300000000000005,difícil,5
rotulaciones,0.0141,difícil,12
emparejen,0.02,difícil,9
penumbra,0.9769999999999999,difícil,8
sabaneros,0.0148,difícil,9
encierra,2.69,difícil,8
hallamos,2.5100000000000002,difícil,8
cosechero,0.0309,difícil,9
turbulento,0.912,difícil,10
palidos,0.0162,difícil,7
decimoctavo,0.102,difícil,11
pela,2.1399999999999997,difícil,4
guerrillas,3.31,difícil,10
compactas,0.646,difícil,9
luterana,0.417,difícil,8
realizare,0.0724,difícil,9
gasoil,0.661,difícil,6
iniciaremos,0.324,difícil,11
nominados,3.1599999999999997,difícil,9
recibira,0.16999999999999998,difícil,8
liquidar,2.5100000000000002,difícil,8
explicaras,0.102,difícil,10
defraudan,0.234,difícil,9
esperara,0.871,difícil,8
empeora,2.75,difícil,7
juicioso,0.38,difícil,8
recortado,1.23,difícil,9
rectificadora,0.060300000000000006,difícil,13
peninsula,0.933,difícil,9
boludeas,0.0339,difícil,8
copiada,0.501,difícil,7
intuicionismo,0.0269,difícil,13
trepar,1.35,difícil,6
rallador,0.186,difícil,8
june,3.55,difícil,4
circunstancias,36.300000000000004,difícil,14
guardaba,2.57,difícil,8
gavilleros,0.0112,difícil,10
dudosas,0.9769999999999999,difícil,7
barandales,0.0741,difícil,10
solventadas,0.025699999999999997,difícil,11
abolla,0.0269,difícil,6
automaticas,0.102,difícil,11
detallista,0.724,difícil,10
enfria,0.158,difícil,6
enfermare,0.0166,difícil,9
enchufas,0.0479,difícil,8
chasqueo,0.030199999999999998,difícil,8
gambito,0.11,difícil,7
rodea,12.3,difícil,5
encontre,3.98,difícil,8
nautico,0.07759999999999999,difícil,7
subyugando,0.030199999999999998,difícil,10
embarazas,0.0661,difícil,9
multara,0.0117,difícil,7
subtiende,0.0115,difícil,9
resarcible,0.0107,difícil,10
campanil,0.061700000000000005,difícil,8
extenuantes,0.17800000000000002,difícil,11
estancamos,0.0234,difícil,10
fincas,4.27,difícil,6
ingresaran,0.151,difícil,10
intercambiar,5.5,difícil,12
secularizadas,0.02,difícil,13
molestadas,0.0309,difícil,10
atarfe,0.11499999999999999,difícil,6
hindi,1.4500000000000002,difícil,5
extorsivas,0.030199999999999998,difícil,10
depresor,0.0933,difícil,8
cazadora,1.51,difícil,8
circularidad,0.0708,difícil,12
aglutinados,0.0955,difícil,11
melazas,0.0363,difícil,7
maniqueo,0.102,difícil,8
arruinemos,0.0468,difícil,10
calentamos,0.166,difícil,10
mastique,0.0955,difícil,8
curtiembre,0.08710000000000001,difícil,10
antisepsia,0.0389,difícil,10
sijes,0.0589,difícil,5
horma,0.309,difícil,5
visitadoras,0.0813,difícil,11
orzan,0.0219,difícil,5
turiones,0.0132,difícil,8
manantiales,1.7,difícil,11
cromada,0.102,difícil,7
contraltos,0.0245,difícil,10
transponiendo,0.0132,difícil,13
marica,4.07,difícil,6
extensamente,1.95,difícil,12
murmuras,0.0263,difícil,8
coloniense,0.0182,difícil,10
acabado,19.1,difícil,7
yerran,0.030199999999999998,difícil,6
enfermas,2.69,difícil,8
carrileras,0.012,difícil,10
exiliar,0.191,difícil,7
enlucido,0.158,difícil,8
mercadotecnia,1.7,difícil,13
tramadas,0.0339,difícil,8
tempos,0.13799999999999998,difícil,6
palermitanos,0.0229,difícil,12
compactar,0.0851,difícil,9
desanimamos,0.0148,difícil,11
soborna,0.182,difícil,7
empadronadores,0.057499999999999996,difícil,14
mistral,1.32,difícil,7
amistad,39.8,difícil,7
opinando,1.15,difícil,8
brocado,0.19999999999999998,difícil,7
giboso,0.02,difícil,6
poms,0.030199999999999998,difícil,4
antenas,3.4699999999999998,difícil,7
hierves,0.0631,difícil,7
rutinario,1.0499999999999998,difícil,9
profetisas,0.0112,difícil,10
mexicano,56.199999999999996,difícil,8
tratable,0.33099999999999996,difícil,8
fusionaba,0.0229,difícil,9
preocupadas,1.4500000000000002,difícil,11
cremosidad,0.0219,difícil,10
enemistadas,0.024,difícil,11
carbonita,0.0269,difícil,9
menudas,0.589,difícil,7
madero,7.24,difícil,6
roi,1.0,difícil,3
saboreamos,0.0525,difícil,10
tlaxcaltecas,0.537,difícil,12
peinen,0.0457,difícil,6
colectas,0.437,difícil,8
cuestionaban,0.24,difícil,12
ficcion,0.5249999999999999,difícil,7
aventurado,0.372,difícil,10
refulgen,0.0117,difícil,8
requiebro,0.0209,difícil,9
divan,0.11499999999999999,difícil,5
confesa,0.151,difícil,7
enclenques,0.0468,difícil,10
erran,0.07759999999999999,difícil,5
incisiva,0.288,difícil,8
desenvainada,0.0537,difícil,12
preservo,0.010499999999999999,difícil,8
resguardadas,0.166,difícil,12
estructuro,0.0112,difícil,10
revelacion,0.182,difícil,10
canalizaban,0.018600000000000002,difícil,11
conversen,0.12,difícil,9
tabulan,0.0112,difícil,7
constante,42.7,difícil,9
relato,24.0,difícil,6
paf,0.427,difícil,3
remanentes,0.9769999999999999,difícil,10
invocada,0.324,difícil,8
violamos,0.0759,difícil,8
frasco,3.89,difícil,6
bombillos,0.191,difícil,9
auxiliaba,0.017,difícil,9
lies,0.575,difícil,4
articulan,0.55,difícil,9
machazo,0.0102,difícil,7
aplaudidor,0.0275,difícil,10
chola,0.8320000000000001,difícil,5
rescatar,9.77,difícil,8
manoseaba,0.049,difícil,9
recidivas,0.0692,difícil,9
cartaginenses,0.0245,difícil,13
concretizar,0.061700000000000005,difícil,11
tildaba,0.0759,difícil,7
finiquitados,0.0117,difícil,12
salid,0.45699999999999996,difícil,5
aleatoriedad,0.195,difícil,12
premiado,3.2399999999999998,difícil,8
ligados,3.63,difícil,7
caminaste,0.0427,difícil,9
zarpaste,0.018600000000000002,difícil,8
crepitante,0.0355,difícil,10
lena,2.95,difícil,4
gruesos,2.09,difícil,7
anclote,0.0126,difícil,7
lastimosas,0.0525,difícil,10
tranquilizas,0.0537,difícil,12
utilitarista,0.20900000000000002,difícil,12
cenozoico,0.0676,difícil,9
teni,0.316,difícil,4
presa,16.2,difícil,5
acatarrado,0.0229,difícil,10
alegremos,0.0263,difícil,9
cambiadores,0.158,difícil,11
desembarcar,1.38,difícil,11
basen,0.245,difícil,5
tronaron,0.0417,difícil,8
zurran,0.0107,difícil,6
encadenada,0.537,difícil,10
asustaba,0.603,difícil,8
mellada,0.0661,difícil,7
propinar,0.08320000000000001,difícil,8
sedativo,0.0389,difícil,8
quedad,0.0724,difícil,6
pandero,0.17800000000000002,difícil,7
inicuo,0.0813,difícil,6
orantes,0.182,difícil,7
cabalgaduras,0.051300000000000005,difícil,12
delimitar,1.0699999999999998,difícil,9
partidista,2.4,difícil,10
gargantillas,0.07759999999999999,difícil,12
ello,204.0,difícil,4
lorzas,0.018600000000000002,difícil,6
olivos,3.63,difícil,6
ucrania,13.8,difícil,7
emergencias,7.94,difícil,11
produccion,4.17,difícil,10
jerigonza,0.10700000000000001,difícil,9
poliniza,0.0229,difícil,8
varian,0.34700000000000003,difícil,6
sable,2.88,difícil,5
confundan,1.02,difícil,9
correligionarios,0.447,difícil,16
posibilitaban,0.025699999999999997,difícil,13
esqueletico,0.011,difícil,11
bonal,0.0295,difícil,5
descartan,0.8320000000000001,difícil,9
aquejaba,0.148,difícil,8
alcanzable,0.389,difícil,10
medula,0.407,difícil,6
subscribo,0.030199999999999998,difícil,9
recompuesta,0.0219,difícil,11
tipeja,0.0724,difícil,6
penco,0.34700000000000003,difícil,5
marejadas,0.245,difícil,9
exhumada,0.0224,difícil,8
mediums,0.0631,difícil,7
parrafo,0.38,difícil,7
trenque,0.245,difícil,7
asados,1.32,difícil,6
rebuzna,0.038000000000000006,difícil,7
abovedado,0.151,difícil,9
salteaste,0.0229,difícil,9
invertidos,1.7,difícil,10
ventada,0.017,difícil,7
disuria,0.0437,difícil,7
tomase,0.575,difícil,6
demostrad,0.0347,difícil,9
reposara,0.0162,difícil,8
bedel,0.191,difícil,5
fornicador,0.015799999999999998,difícil,10
aparecieras,0.0324,difícil,11
cundido,0.0741,difícil,7
indagamos,0.044700000000000004,difícil,9
quienesquiera,0.0162,difícil,13
trituradoras,0.126,difícil,12
amazona,0.631,difícil,7
ingeniosidad,0.031599999999999996,difícil,12
rehuir,0.263,difícil,6
recodos,0.0525,difícil,7
mezquinamente,0.0126,difícil,13
colegiatas,0.049,difícil,10
roquete,0.0295,difícil,7
estigia,0.13199999999999998,difícil,7
amamantaba,0.0501,difícil,10
medieros,0.057499999999999996,difícil,8
hite,0.0661,difícil,4
enjuagando,0.0182,difícil,10
asocia,4.8999999999999995,difícil,6
varilla,1.2,difícil,7
entrelazan,0.501,difícil,10
chano,0.7759999999999999,difícil,5
agroforestal,0.0891,difícil,12
sopero,0.0204,difícil,6
torce,0.012299999999999998,difícil,5
horrorizado,0.759,difícil,11
punteria,0.13799999999999998,difícil,8
civilizado,3.2399999999999998,difícil,10
teso,0.219,difícil,4
cantinas,0.49,difícil,8
completas,7.94,difícil,9
gotas,6.76,difícil,5
amancay,0.0427,difícil,7
transmisores,0.851,difícil,12
rebelasen,0.0138,difícil,9
consignaron,0.0724,difícil,11
hiperboloide,0.0191,difícil,12
armonizadora,0.0174,difícil,12
pudra,1.0,difícil,5
refieren,9.120000000000001,difícil,8
aumentadas,0.288,difícil,10
concejo,10.200000000000001,difícil,7
hundidas,0.26899999999999996,difícil,8
apagon,0.19999999999999998,difícil,6
ossobuco,0.0331,difícil,8
bronquiolo,0.0132,difícil,10
diarios,27.5,difícil,7
manipulo,0.0955,difícil,8
muralismo,0.16999999999999998,difícil,9
instalo,0.479,difícil,7
resolvio,0.0955,difícil,8
palomos,0.155,difícil,7
conspicuos,0.174,difícil,10
predisponga,0.0209,difícil,11
cementeras,0.0724,difícil,10
consten,0.182,difícil,7
confeccionaba,0.0525,difícil,13
semisalvaje,0.0204,difícil,11
descalificados,0.33099999999999996,difícil,14
coperas,0.0214,difícil,7
arrodillaba,0.0437,difícil,11
encajonados,0.0501,difícil,11
sujetados,0.057499999999999996,difícil,9
reemplazaran,0.0501,difícil,12
ventanucos,0.0269,difícil,10
alisten,0.0759,difícil,7
decenario,0.011,difícil,9
acabasen,0.117,difícil,8
desbaratar,0.724,difícil,10
chupines,0.06459999999999999,difícil,8
transgredidos,0.0209,difícil,13
congrego,0.0166,difícil,8
continuad,0.0813,difícil,9
reportaron,2.4499999999999997,difícil,10
palacio,46.8,difícil,7
rochas,0.126,difícil,6
custodiando,0.309,difícil,11
alumbren,0.0295,difícil,8
vilano,0.0977,difícil,6
colilla,0.38,difícil,7
cansinas,0.0331,difícil,8
altivas,0.0347,difícil,7
bracos,0.0191,difícil,6
enterais,0.0437,difícil,8
desterrando,0.12,difícil,11
monovalentes,0.0204,difícil,12
arruinador,0.0174,difícil,10
botellitas,0.204,difícil,10
cumplidas,1.23,difícil,9
encada,0.0145,difícil,6
tararea,0.0933,difícil,7
imponiendo,2.63,difícil,10
encarnaban,0.0525,difícil,10
llares,0.0224,difícil,6
pule,0.186,difícil,4
falopas,0.0479,difícil,7
coliza,0.0148,difícil,6
descomponer,0.575,difícil,11
oscilando,0.372,difícil,9
escarlatas,0.126,difícil,10
decepcione,0.295,difícil,10
derogacion,0.0589,difícil,10
materialicen,0.0457,difícil,12
pareciste,0.0891,difícil,9
extendimos,0.0457,difícil,10
agravados,0.275,difícil,9
compartimientos,0.407,difícil,15
caluga,0.0229,difícil,6
traguemos,0.044700000000000004,difícil,9
otorgar,6.31,difícil,7
reunid,0.0229,difícil,6
trasformar,0.13799999999999998,difícil,10
halar,0.10700000000000001,difícil,5
laborista,2.1399999999999997,difícil,9
rudamente,0.12,difícil,9
futurismo,0.28200000000000003,difícil,9
huma,0.38,difícil,4
charlatana,0.08710000000000001,difícil,10
saboreo,0.123,difícil,7
voladuras,0.0933,difícil,9
ruinoso,0.537,difícil,7
excitadas,0.123,difícil,9
vertiginosidad,0.0117,difícil,14
racionalistas,0.309,difícil,13
detallada,7.59,difícil,9
molestamos,0.34700000000000003,difícil,10
esporadicos,0.018600000000000002,difícil,11
rompehielos,0.234,difícil,11
adelantaron,0.912,difícil,11
ladraba,0.195,difícil,7
romanizada,0.0282,difícil,10
emane,0.105,difícil,5
deshonestidad,0.603,difícil,13
acristalados,0.0407,difícil,12
parecieras,0.0195,difícil,10
bolado,0.0955,difícil,6
drogadiccion,0.0204,difícil,12
antena,7.760000000000001,difícil,6
enchina,0.0155,difícil,7
realzaron,0.0219,difícil,9
ensayando,1.29,difícil,9
articulatorios,0.0275,difícil,14
acontecer,0.933,difícil,9
sobresalir,1.02,difícil,10
sorprendera,0.0977,difícil,11
hediondos,0.151,difícil,9
desafinar,0.055,difícil,9
gentilmente,0.759,difícil,11
catalogaron,0.151,difícil,11
aligeraba,0.010499999999999999,difícil,9
despabile,0.011,difícil,9
preciosos,5.25,difícil,9
respetado,4.8999999999999995,difícil,9
aguantase,0.017,difícil,9
vedad,0.20900000000000002,difícil,5
demacrado,0.234,difícil,9
reanudaban,0.012299999999999998,difícil,10
unisono,0.0676,difícil,7
chalotes,0.0191,difícil,8
valets,0.0457,difícil,6
incario,0.0295,difícil,7
atreves,2.57,difícil,7
cachas,0.5619999999999999,difícil,6
cerumen,0.0692,difícil,7
sobreseyeron,0.025699999999999997,difícil,12
condensaba,0.0245,difícil,10
rematado,0.6759999999999999,difícil,8
caretos,0.0631,difícil,7
quevedos,0.0282,difícil,8
enreden,0.08320000000000001,difícil,7
italianismo,0.0275,difícil,11
cargaste,0.11499999999999999,difícil,8
masturbamos,0.030199999999999998,difícil,11
viraje,0.7759999999999999,difícil,6
genitourinarias,0.0204,difícil,15
guardabarros,0.324,difícil,12
ejote,0.031599999999999996,difícil,5
derechohabientes,0.339,difícil,16
aseguradas,0.871,difícil,10
hondero,0.0204,difícil,7
colorados,1.5799999999999998,difícil,9
chirolas,0.0209,difícil,8
fustas,0.13799999999999998,difícil,6
tentara,0.0234,difícil,7
implicados,5.890000000000001,difícil,10
tablajeros,0.0129,difícil,10
anona,0.0479,difícil,5
refresquemos,0.0107,difícil,12
sombreretes,0.0102,difícil,11
enfierrado,0.0107,difícil,10
cagabamos,0.0741,difícil,9
ocultistas,0.13799999999999998,difícil,10
flamenca,1.38,difícil,8
dudosos,1.29,difícil,7
meandro,0.13799999999999998,difícil,7
protocolares,0.191,difícil,12
cazaste,0.0288,difícil,7
corroer,0.09999999999999999,difícil,7
operativos,6.92,difícil,10
necesidades,51.3,difícil,11
revuelcan,0.0955,difícil,9
desencantados,0.195,difícil,13
radioterapias,0.0115,difícil,13
pichincha,1.32,difícil,9
tequilera,0.0309,difícil,9
mural,5.25,difícil,5
somnolienta,0.145,difícil,11
micelio,0.135,difícil,7
exageran,0.724,difícil,8
compaginado,0.06459999999999999,difícil,11
neumococos,0.0251,difícil,10
magazin,0.0977,difícil,7
jugueteando,0.21400000000000002,difícil,11
garantir,0.0288,difícil,8
radiada,0.145,difícil,7
palmatoria,0.0251,difícil,10
entrechocar,0.0155,difícil,11
envoltorio,1.15,difícil,10
desempleo,15.8,difícil,9
intuicion,0.151,difícil,9
proporcionaron,1.0699999999999998,difícil,14
erosionaron,0.0195,difícil,11
tutelando,0.0135,difícil,9
dispuesto,34.7,difícil,9
antiguedades,0.204,difícil,12
deconstruida,0.0263,difícil,12
torpedea,0.0234,difícil,8
almendrados,0.11,difícil,11
parlantes,2.0,difícil,9
curriculares,0.6759999999999999,difícil,12
asesinar,7.760000000000001,difícil,8
armonizador,0.031599999999999996,difícil,11
abusadoras,0.0269,difícil,10
improcedentes,0.158,difícil,13
emplazo,0.060300000000000006,difícil,7
saludaras,0.0102,difícil,9
pretorial,0.0145,difícil,9
leguleyos,0.0794,difícil,9
desalientan,0.12,difícil,11
cabalgaba,0.16999999999999998,difícil,9
estanquera,0.0282,difícil,10
bancaste,0.0178,difícil,8
monetiza,0.0282,difícil,8
flojas,0.55,difícil,6
decrepito,0.0398,difícil,9
resolutivas,0.030199999999999998,difícil,11
cananeos,0.123,difícil,8
ejemplares,13.8,difícil,10
sanscrito,0.0245,difícil,9
contaminada,1.95,difícil,11
mendigado,0.0107,difícil,9
califato,1.12,difícil,8
puentear,0.0661,difícil,8
ortodoncia,0.55,difícil,10
mandolina,0.245,difícil,9
presta,12.6,difícil,6
militariza,0.024,difícil,10
eslabones,0.7759999999999999,difícil,9
canicular,0.0132,difícil,9
vaticanos,0.17800000000000002,difícil,9
aguita,0.112,difícil,6
republicano,10.7,difícil,11
lamparas,0.389,difícil,8
contabilidad,9.33,difícil,12
semejando,0.0589,difícil,9
aderezando,0.0148,difícil,10
llapa,0.0117,difícil,5
convectiva,0.0309,difícil,10
focalizaron,0.0135,difícil,11
secoya,0.09999999999999999,difícil,6
escriturar,0.126,difícil,10
guardacostas,0.813,difícil,12
expresion,2.09,difícil,9
mangrullo,0.038000000000000006,difícil,9
exonerar,0.389,difícil,8
frio,9.77,difícil,4
distribuciones,1.38,difícil,14
hielen,0.0107,difícil,6
deseasen,0.051300000000000005,difícil,8
combatiente,2.1900000000000004,difícil,11
fibrilares,0.018600000000000002,difícil,10
aguacatero,0.0129,difícil,10
agradecida,4.79,difícil,10
tamborrada,0.0204,difícil,10
contentaron,0.0676,difícil,11
volcado,1.38,difícil,7
sultan,1.26,difícil,6
respiras,0.724,difícil,8
dieras,1.1,difícil,6
cotero,0.02,difícil,6
borona,0.0275,difícil,6
desaciertos,0.468,difícil,11
apapacho,0.0234,difícil,8
calcarea,0.0245,difícil,8
impuntuales,0.0537,difícil,11
cavadores,0.0501,difícil,9
platudo,0.0174,difícil,7
fea,13.200000000000001,difícil,3
recalan,0.0309,difícil,7
menesteres,0.589,difícil,10
crecia,0.112,difícil,6
alarmismo,0.16999999999999998,difícil,9
recitando,0.575,difícil,9
escenificaba,0.0166,difícil,12
arduamente,0.692,difícil,10
archivas,0.0182,difícil,8
paleando,0.0631,difícil,8
brasero,0.263,difícil,7
percibia,0.0115,difícil,8
ladronzuela,0.0204,difícil,11
cohabita,0.0355,difícil,8
arrojo,0.891,difícil,6
borbotea,0.0117,difícil,8
